modern|old_french
bon sang, j'aurais juré que cette dissection était plus simple, j'ai passé trois heures à essayer de séparer ce nerf du muscle, j'avais même commencé à parler à la chose comme si c'était un patient constipé. en fin de compte, après une overdose de caféine et un moment de grâce divine, j'ai réussit, mais je me suis retrouvé avec des mains blanches comme le crâne et des lunettes recouvertes de sang.|par foi, eüssé-juré que ceste desmembrure fust plus simple, ai-je passé trois heures à esprover de séparer ce nerf del muscle, éo même commencé à parler à la chose come se fust un pacient constipé. a la fin, après surchage de café et moment de grâce divine, ai-je achevé, mais me súis retrouvé avec mams blanches come le crâne et lunettes couvertes de sanc.
"oh, vous ne me croirez jamais, mais l'autre jour, deux messieurs s'étaient pris à une véritable querelle, et le sujet ? eh bien, disons que cela avait dégénéré en un échange un peu... corporel. le plus énervé avait même menacé de ""faire pipi dehors"" sur son adversaire ! c'est vraiment regrettable, ce genre de comportement n'a aucune place dans une bibliothèque, vous comprenez ?"|"""oh, vos ne me crerez ja, mes l'altre jor, dui seignors se furent pris a une verai cruale, e le suget ? e bien, diseons que ceo fu devenu un escange un poi... corporel. li plus correcié avoit mesme menacié de 'faire pipi defors' sur sun adversarie ! c'est veraiement regreter, tel maniere de port ne ad nule place en une bibliotheque, vos entendez ?"""
"alors hier, j'ai croisé jean-marc, celui que je croyais être mon meilleur ami depuis le lycée, dans l'ascenseur du speedy. il me prend la main, me dit ""bien mon vieux, ça va?"", et là, je me rappelle que je lui ai volé son idée de business il y a dix ans, sans jamais lui en parler. la vie, hein ?"|"ensi hier, j'ai encontré jean-marc, cil que je cuidoie estre mon meillor ami dès l'escole, en l'escaliere del speedy. il me prent la main, me dit ""bien mon veillart, ça vait?"", et là, je me rapiele que je li ai emblé son cevissel d'acheve il a dix anz, sanz ja mais li en parler. la vie, n'est ce pas ?"
moi, julien, tu sais, je suis un mec de routine, toujours faut que j'ai mes 5km le matin avant de partir en voyage. j'arrive dans un pays, premier ordre des affaires: trouver un parcours, chrono en main, chrono en main ! ça me détend, ça me met dans la zone, et après je suis prêt à conquérir le monde, un pancake à la fois.|"""moi, julien, tu scés, je suig un colp de costume, tozors m'estuet que j'aie mes cinq liwes le matin devant que je m'en aille en veyage. j'arive en un païs, primer afere: trover un chemin, orloige en mein, orloige en mein ! ço me destraint, ço me met en le lieu, et après je suig prest à conquerre le monde, un pancake à chascune fois."""
mon appart, c'est mon temple de la performance. zen, minimaliste, tout est pensé pour me permettre de me concentrer sur mes objectifs : espace de musculation, coin repas équilibré, sommeil optimisé. j'y passe la plupart de mon temps, après les entraînements, pour me reposer et me préparer pour la prochaine session.|"""mon logis, c'est mon temple de la prestance. paisible, menuz, tout est ordené pour me permettre de me recueillir sur mes fins : lieu de forçage, coin de mengier acordé, dormer amendez. j'y sejourne la plus part de mon tens, apres les exercices, pour me reposer et me aparillier pour la prochaîne séance."""
bon sang, hier soir, j'ai fait la connaissance de deux locaux pas possibles chez les filles. on a trinqué à la vodka avec des cacahuètes grillées, puis on a fini par danser sur une table, puis... ben, on a continué au lit d'un mec qui s'appelait boris.|par dieu, ier soir, conuneissemenge fis de deux homes del païs forment estrangez en la maison des damoiselettes. avoec vin d’aive et noix de terre rostées beümes, puis danser en sus une tauble fismes, puis... ben, al lit d’un garçon qui ot nom boris continuames.
coucou ! alors, la quête du graal (ou plutôt d'un studio pas trop cher) continue... je commence à croire que je vais devoir exposer mes toiles dans un squat pour pouvoir enfin m'installer et laisser mon chat explorer des horizons plus vastes que le coin canapé. bisous ! louise|cucu ! lors, la quiste del graal (ou plustost d'un studio pas trop chier) continue... je comence à creire que je devrai exposer mes toiles en un squat pour porvoir finablement moi mettre et lesser mon chat esplorer des horizons plus vastes que le coing chenapée. baisiers ! louise.
j'avoue, mes potes, être étudiant en médecine, c'est genre courir un marathon tous les jours, sauf que l'arrivée est toujours floue et qu'on n'est jamais réellement arrivé. entre les cours, les td, les dossiers et les nuits blanches à lire du gray's anatomy, j'ai rarement le temps de m'entraîner, j'ai l'impression de faire des étirements sur un canapé de fin de soirée, genre un vrai sportif de base.|confesse, mi compains, estudier en phisique, cést com courir un martinet chascun jor, fors que l'issir est tousjorz oscure et que nus n'est onsque bien venuz. entré les leçons, les tavailz, les escritz et les nuis blanches a lire de gray's anatomy, j'ai petitement le tens de moi esercer, j'ai semblant de faire des destendre sur un congié de nuit, com un vreia athleta.
mes chers élèves, disons franchement, il ne faut jamais mélanger travail et disputes personnelles ! mes chéris, c'est comme une omelette : une touche de piment, c'est bien, mais un pot entier, ça finit en catastrophe ! n'oubliez pas, la politesse et le respect mutuel sont les ingrédients essentiels d'un bon environnement professionnel, comme un bon pain au levain, il faut les laisser reposer au bon moment.|"""mès chiers escïoliers, devisons franc, il ne faut jamès mesler ovre et discordes personèles ! mès chers, c’est come une omelete : une touche de piment, c’est bel, mais un pot entier, ço torne en catais. n’oblïez pas, curteisie et respect mutual sont les ingrédïens essentiels d’un bel environement de mestier, come un bel pain de levain, il les faut lesser reposer al boin terme."""
"bon sang, j'ai raté mon train de nouveau ! j'ai passé une heure dans les méandres de la gare rer, à regarder ces écrans clignotants, à tenter de déchiffrer ce bordel technologique. c'est ça être ""connecté"" au xxième siècle, c'est passer sa vie à courir après des trains fantômes, sans jamais réussir à les attraper."|"par ma fei, j'ai fauté mon charrier encore ! une heure ai passé en les détours de la gare rer, à regarder ces escrans clers, à tenter de déchiffrer ce desré technologial. c'est ce estre ""enlacez"" au xxie siècle, c'est passer sa vie à courir après des chariers fantômes, sans onques parvenir à les atteindre."
coucou mes amores ! après une semaine archi stressante, j'ai enfin décompressé hier soir à la folie !  on a rigolé toute la nuit, bu des cocktails trop bons et j'ai même cassé mes baskets à danser , genre la vie est trop belle quoi ! |coucou miens amors ! après une semaine mult distressante, jeo ai enfin descomprés hier soir a la folie ! on riem ad tutte la nuit, beuem des bevrages molt bons et jeo ai meïsme frangié mes solers a dancier, tel la vie est mult bele quoi !
salut, c'est alexandre. j'ai raté le sommeil hier soir, j'ai passé l'après-midi à bourrer d'info sur les maladies rares, tu sais comme c'est. mais bon, malgré tout ça, j'ai fini par me rendre à cette fête, j'avoue que je ne me sentais vraiment pas de sortir. j'ai croisé camille, tu sais, celle de l'an dernier. on a parlé un long moment, c'était vraiment cool.|saluz, c'est alexandre. j'ai fauté le someil hier nuit, ai passé l'aprés-midi à enfler de noveles sur les enfermetez rares, tu sai com est. mais bon, malgré tout ço, ai fine par me rendre a ceste feste, j'avoue que ne me sentié pas vraiment d'issiir. ai encontré camille, tu sai, cele de l'an passé. avomes parlé un long moment, ço fut vraiment bien.
t'sais, mec, hier soir, c'était la grosse galette, genre soirée dingue ! j'ai résisté à la tentation des sodas 3 en 1 et des pizzas, je me suis juste donné à fond sur les danse-battles, comme un vrai champion quoi ! c'est dur de couper court à une fiesta quand on est un vrai warrior, mais demain c'est repli au camp pour une séance de cardio intense, il faut rester sur la bonne track !|saches-tu, ami, hier vespre, ce fu la grant feste, tel assemblée fole ! je me retins des boissons triples et des tartes, je me donnai tout entier aus danses-batailles, come un verai champion, par foi ! est malaisé de troncher une feste quant on est un verai guerrier, mais demain est retour au camp pour un exercice de cœur forz, il faut demourer en bon chemin !
j'ai fait une grosse bêtise aujourd'hui et j'ai eu un gros clash avec ma meilleure amie léa. elle était tellement en colère, j'ai l'impression qu'on ne pourra plus jamais être amies ! je suis triste, je voulais juste jouer avec elle à nouveau. |"""j'ai fait une grosse bêtise aujourd'hui et j'ai eu un gros clash avec ma meilleure amie léa. elle était tellement en colère, j'ai l'impression qu'on ne pourra plus jamais être amies ! je suis triste, je voulais juste jouer avec elle à nouveau. """
bon sang, on a bien galéré pour la fête de la piscine ! les enfants, c'est toujours pareil, ils se sont battus comme des chiens, et j'ai passé ma soirée à courir après les moules qui s'échappaient. enfin, au moins le soleil était là, et paul a bu un verre de rosé comme un grand, heureusement pour moi ! je suis crevée aujourd'hui, faut dire que le travail, c'est pas top non plus.|par dé, nos avons bien esmaier pur la feste de la piscine ! les enfans, ceo est toudis mesmes, il se sunt esturmé come chiens, et j'ai overé ma vesprée a curre aprés les musles qui se fuient. en fin, almoindres le soulal fust là, et paul but un verrin de rosé come un grant, benoit soiez jeo ! jeo suig forment las hui, faut dire que le traveil, ceo n'est mie mult bien non plus.
"salut ma petite lucie, tu sais, hier soir, j'ai retrouvé ma vieille boîte à souvenirs et j'ai repensé à cette fête chez le boulanger, il y a des éternités, où j'ai dansé avec ton grand-mère sur ""la vie en rose""! on était jeunes, on avait de l'énergie, et maintenant, c'est la marche à la boulangerie pour les baguettes que ça me fatigue le plus !"|"""saluz ma petite lucie, tu sai, hier soir, j'ai trouva ma vieille boiste a souevenirs et j'ai repensa a cest feste chez le boulengier, il i a des eternitez, u j'ai dancee od ton grand-mere sur 'la vie en rose'! nos esteions joenes, nos aveions de l'energie, et orendroit, c'est la marche a la boulangerie pur les baguettes que ço me fatigue le plus !"""
je me souviens de ce jour, lors de la course de marathon, que j'avais ce besoin irrésistible de hacer une petite pause nature. j'ai essayé de tenir mais mon corps me disait stop, j'ai dû me faufiler dans un buisson en bord de route, sans perdre de temps. honnêtement, ça m'a vraiment mis mal à l'aise, mais j'ai passé la main dans le sac et j'ai reparti comme si de rien n'était, avec un mental d'acier et un objectif en tête : la ligne d'arrivée !|je me recorde de ce jor, lors de la corse de marathon, que j'avoie ce besoing irresistable de faire une petite pause nature. j'ai essayé de tenir mais mon cors me disoit stop, j'ai dû me faufiler en un busson en bord de voie, sans perdre de tens. veraiement, ce m'a mis mal a aise, mais j'ai passé la main en le sac et j'ai repartit come si de rien n'estoit, ove un mental d'acier et un objetif en pensée : la ligne d'arrivée !
encore une victoire à la maison ! j'ai réussi à concocter un repas équilibré pour les enfants avant 19h. pizza maison avec des légumes cachés, purée de carottes (sans qu'ils ne s'en rendent compte) et une salade verte... c'est le rêve pour un papa solo.  #papahero #cuisinierexpert #viedefamille|encore une victoire en la maison ! ai fait un repas en équilibre por les enfanz avant la nuefme des heures. pizza de la maison o legumz celer, puree de carrotes (sanz qu'ilz ne s'en aperçoivent) et une salade verde... c'est le songe por un pere soul.  #perehero #cuisinierexpert #viedefamille
j'avoue, je n'ai pas toujours la patience que j'aimerais avec emma ces derniers temps. hier soir, on a eu la plus horrible dispute, elle s'est renfermée dans sa chambre, le silence était lourd comme un chariot de bœufs. j'espère qu'elle ne me retiendra pas rancœur longtemps, on avait un bel après-midi prévu au parc aujourd'hui.|je convoi, jeo n'ai mie toz jorz la pacientia que jeo voldroie od emma ces darrein tens. hier soir, nos eumes la plus horrible despute, ele s'est enclastre en sa chambre, le silence estoit pesant come un charet de beus. j'espere qu'ele ne me retiendra mie rancur longement, nos aveimes un bel apresmidi purpense al parc hui.
coucou, chéri, juste pour te prévenir, il y a eu un petit clash entre sophie et thomas ce matin, genre, incroyablement bête, tu sais ? ben j'ai essayé de calmer le jeu, mais y'a toujours un peu de tension. ils se rencontrent à la piscine ce soir, alors j'espère que ça va mieux passer. gros bisous !|cucu, chier ami, unicement pur te faire savoir, il avint un petit deheurt entre sophie et thomas ceste matinée, comme, merveilleusement folement, tu sçais ? bien ay tenté d'apaiser le jeu, mais il y a encore un petit de tension. il se rencontrent a la piscine ceste vesprée, donc espère que ce ira mieux. grans baisiers !
coucou mes chéries ! vous savez, j'adore quand le soleil brille, mais aujourd'hui, j'ai l'impression que même le ciel est à mes côtés... t'sais, si on dit que le temps est lourd, au moins pour mon ventre, je peux dire que c'est carrément un orage tropical ! #mavie #ventrevolé #weathergirl|cucu mes chieres amies ! vos saveiz, j’aim quan li soleiz luis, mais hui, ai l'impression que meisme li ciel est a mes costez... saches, se l'en dist que li tens est greve, almenz por mon ventre, je puis dire que c'est tot un orage tropical !
ah, la famille ! c'est comme un plat complexe, chaque membre avec ses notes et ses saveurs. j'ai cette habitude, quand je cuisine pour eux, de toujours goûter en chemin, ajuster l'assaisonnement, faire en sorte que chaque bouchée soit un hymne à la perfection. mon rêve ? que chaque repas soit une symphonie gustative, un moment de joie partagé autour d'un plat qui réchauffe le cœur comme une bonne soupe de grand-mère.|ah, la mesnie ! c'est come un plat diverse, chascun membre od ses notes e ses saveurs. j'ai ceste costume, quant je cuis pour els, de toudis goüster en chemin, ajoster l'assaisonnement, faire que chascune morsure soit un hymne à la perfection. mon songe ? que chascun repas soit une symphonie de goûts, un moment de joie partagé entour d'un plat que chauf le cœur come une bone soupe de mère-grand.
"alors là, j'étais en plein milieu de l'amazonie, sans un sou, juste ma trousse à pharmacie et mon vieux smartphone rechargé à fond. on m'avait dit que la zone était dépourvue de réseau, mais bon, j'ai quand même tenu à noter dans mon appli ""wanderlust diaries"" ma rencontre avec un singe qui me faisait des signes de la main. ironie du sort, mon téléphone a décidé de se déconnecter dès que j'ai essayé de prendre sa photo !"|"alor là, j'estoie en plain mieu de l'amazonie, sans un sou, just ma trousse à farmacie et mon vieil smartphone rechargié à fond. on m'aviét dit que la region estoit depourvée de réseau, mes bon, j'ai caimé tenu à noter en mon appli ""wanderlust diaries"" ma encontrée od un singe qui me faisoit des signes de la main. ironie du sort, mon téléphone a decisé de se desconnecter dès que j'ai essayé de prendre sa paincture !"
"ah, mes chers amis ! les ""hashtags"" et les ""emojis"", c'est certain qu'ils ont révolutionné la communication, mais j'avoue que j'ai un peu peur que cette tendance m'amène à parler comme un adolescent ! je me vois déjà, en classe, avec un ""lol"" sur le tableau, vous imaginez ?"|"ah, mi chiers amis ! les ""hashtags"" e les ""emojis"", c'est voir que ilz ont revolu la comunicacion, mes je avoue que je ai un poi paor que cest usage me meine a parler cum un adolescent ! je me veo ja, en classe, od un ""lol"" sur le tableau, vos imaginez ?"
d'habitude, je croise des araignées dans mes aventures, pas des hommes. s'il est vrai qu'un peu d'arachnide dans la vie peut ajouter une bonne dose de frisson, cet elara, il était… comment dire… un volcan dans un désert de poussières. j'ai senti ma collection de cartes postales se plier en deux sous le poids de sa chaleur.|"""d'usance, je croise des araignées en mes aventures, mie des hommes. se il est voir qu'aucunement d'arachnide en la vie puet ajoster une bonne dose de frisson, cet elara, il estoit… coment dire… un mont fumeux en un désert de poussières. jou senti ma collection de cartes postales se ploier en deux sous le poiz de sa chalor."""
ah, le travail, c'est comme un gros légume, on doit le manger, faut bien l'avaler, mais on n'en vise pas le plat principal, hein ? on préfère la fête, la joie, les petits fours et les rires, c'est ça qui donne du pep's au corps, comme on dit !|"""ah, le labeur, c'est semblable à un gros légume, on doit le mengier, faut bien l'engloutir, mais on n'en vise pas le mets principal, ne ? on aimme mieuz la feste, la liesse, les petiz fours et les ris, c'est ceo qui done del aligement au cors, comme l'on dit !"""
je me souviens encore de cette délicieuse soirée chez m. dubois, un ami libraire passionné, où nous avons dévoré des pages de poésie baudelaire sous un ciel étoilé, le verre de vin rouge chaud entre les mains. c'est dans ces moments, entourés de la chaleur d'une conversation animée et de l'esprit cultivé de mes amis, que ma passion pour les livres s'amplifie. ces instants précieux, précieux comme un manuscrit oublié, nourrissent mon âme et me permettent de redécouvrir la magie de la lecture.|me sovent encore de ceste delitose vesprée chéz sire dubois, un amí libraire passïonné, u nus devorasmes des pages de poesie baudelaire sous un ciel estelé, le ver de vin vermoil chaut entre les mains. c'est en ces moments, entourés de la chalor d'une conversatiun animée et de l'esprit cultive de mes amis, que ma passiun por les livres s'amplifie. ces instants précieus, précieus cum un manuscrit oblié, norissent mon amé et me permettent de redécouvrir la magique de la lecture.
"j'étais en train de faire ma toilette dans une clairière au lever du soleil, quand j'entendais des bruissements dans les buissons. s'en est suivi le cri strident d'un coq, et un ""bonjour !"" franc et joyeux, suivi d'un rire contagieux. c'était omar, un vieux berger nomade que j'avais rencontré le jour précédent, et qui me ramenait un pot de miel de la montagne."|"je faisoie ma tuelete en une clereie al lever del soleil, quant oi bruir en les buissons. puis issi le cri hault d'un coc, e un ""buon jor!"" franc e lie, suivi d'un rire esjois. ceo ert omar, un viel berger nomade que aveie trové le jorn devant, e qui me portoit un pot de miel de la montaigne."
tiens, j'me rappelle la fête de la saint-martin, il y a bien des années... mon fils était tout petit, il avait les joues roses comme des fraises et il dançait la bourrée avec sa grand-mère, elle l'avait habillée en petit paysan avec son kepi en feutre. le soleil brillait comme jamais, et on avait mangé des saucisses grillées, avec du pain frais et du vin rouge de la vallée. c'était une journée magique, pleine de joie et de bonheur, comme on en voit plus maintenant.|tenez, me souvient la feste de saint martin, il i a bien des ans... mon filz estoit tout petiz, il avoit les joues roses come des freses et il dansoit la bourree ovec sa grant mere, ele l'avoit habillie en petit paisant ovec son chapiel en feltre. le soleil luioit come onques, et avomes mengie des saussices grillies, ovec du pain fres et du vin vermeil de la valee. ceo estoit une journee magique, plaine de joie et de bonur, come on n'en voit plus orendroit.
antoine, c'est vrai que j'ai perdu ma patience ce jour-là, j'étais plus frustré qu'un bœuf piégé dans la boue. mais tiens, je vois que tu es venu te présenter à mes côtés, ça fait chaud au cœur, même si le bois doit encore sécher un peu avant de pouvoir être sculpté.|"""antoine, c'est voirai qu'ai perdu ma pacïence ce jour-ci, estoie plus forsené qu'un buef pris en la boe. mais orendroit, veez que es venu mostrer toi a mes costés, ço fait chaut al corage, mes que le bosc doit encores secher un poi devant qu'il povre estre entaillié."""
ah, vous savez, les souvenirs d'enfance, c'est incroyable ! je me souviens de mes amis, de nos fous rires dans la cour de récréation, et de mon fidèle labrador, bruno. nous allions explorer les bois derrière la maison, des aventures extraordinaires ! quelle époque, quelle magie...|ah, vos savez, les remembrances d'enfanté, c'est merveillus ! je me sovien de mes amis, de nos risée foles en l'aire de jeu, et de mon léal levrier, bruno. nos alions esplorer les bois arere la maison, aventures merveillouses ! quelle tems, quelle magique...
alors là, tu ne vas pas croire qui j'ai croisé hier au marché, bibi ! bam, c'était le chouchou de ma petite-fille, hugo, ce mec qui fait des vidéos youtube sur les jeux vidéo ! il a pété un câble parce que j'ai pris une photo de ses pieds dans les tomates, toi, tu aurais cru qu'il allait me faire une virée !|or tu ne croiras mie ki j’ai encontré hier al marchié, bibi ! bam, ce fut li mignonet de ma petite-fille, hugo, cil gars ki fait des vidéos youtube sur les jeux de tahe. il se feut en ire kar j’ai pris une image de ses pies entre les tomates, tu aurés cuidé qu’il me feist une eschapée !
chère monique, j'ai été tellement touché par votre message, je ne m'y attendais pas ! c'est formidable, internet, ça permet de se reconnecter comme ça. voyez-vous, j'ai déjà hâte à notre rencontre, et j'espère qu'on pourra fêter ça comme il se doit, un bon verre de vin et quelques tartines de fromage, comme à l'ancienne.|"""chère monique, jo sui moult esmeü par vostre message, jeo ne m’i atendé mie ! c’est merveillos, li internét, ço permet de se reconnecter issi. veiés-vous, jo ai ja haste à nostre rencontre, e j’espere que nos porrons feter ço cum il se doit, un bon verre de vin e quexques tartines de formage, cum à l’ancienne."""
bon sang, vous ne pouvez pas imaginer l'odeur que dégorgeait cette tarte aux pommes, je vous jure ! la pâte feuilletée, croustillante comme du sable sur la plage, les pommes caramélisées à la perfection, comme des larmes de joie dans une symphonie de saveurs... c'était une explosion de textures et d'émotions, comme si mon âme même était traduite en une seule bouchée divine.|par sainct, vos ne poez mie penser l'odur que getoit ceste tourte de pommes, je vos fi! la paste feuilletée, croissillanz come le sablon sur la rive, les pommes caramélisées a la perfecïon, come lermes de delit en une symphonie de saveurs... ce fu une esplosion de textures et d'emocïons, come se m'ame mesme estoit translatée en une soul morsure divine.
ah, la vie quotidienne ! on se souvient bien, hein ! un bon petit déjeuner, une belle promenade, et puis, il faut bien l'avouer, aller faire ses besoins, c'est la grosse affaire, vous voyez ! je me souviens quand j'étais petit, il fallait aller aux toilettes en plein air, pas comme aujourd'hui avec ces belles nouvelles toilettes modernes !|"""ah, la vie coutumière ! on se remembre bien, n'est-ce mie ! un bon petit disner, une bele promenade, et puis, il faut bien le confesser, aler faire ses nécessités, c'est la grant afaire, vous veez ! je me record quant j'estoie petit, il falloit aler aux latrines en plain aire, mie come hui avec ces beles noveles latrines modernes !"""
salut jean-luc, tu sais, comme en cuisine, le sport demande précision, discipline et une belle dose de passion. je suis fasciné par cette recherche constante de l'excellence, cette adéquation parfaite du corps et de l'effort. on ne peut pas improviser, il faut toujours s'entraîner, s'améliorer, pousser ses limites un peu plus loin.|saluz joha-lu, saches, cum en coxina, li sport requiert precisïon, discipline et une bele doze de passion. se sui esbahiz de ceste cerchë sovent d'excellentia, ceste acordance perfete del cors e del effort. ne poet om pas improviser, il covient toz jors s'entrener, s'amendre, pousser ses limites un poi plus loins.
coucou ma chérie, j'ai pensé à toi et à tes amis en train de faire du sport ensemble. c'est tellement important de s'occuper de son corps, mais surtout de partager des moments joyeux avec ses amis, ça fait du bien à l'âme ! prenez soin de vous et n'oubliez pas de me raconter vos aventures. gros bisous, ton marie thérèse.|cucu ma chere, jo pensai a toi e a teus amis ensemble faisants des espleis. c’est tant esential de cure de son cors, mes surtout de partir moments joians od ses amis, ço fait bien al’ame ! prenez cure de vous e nel’ oubliez pas a moi conter vos avantures. gros baisers, ta marie thérèse.
encore une réunion zoom à 8h du mat' au lieu d'un bon café croissant, et puis les gamins qui hurlent parce qu'on leur a mis du riz au lieu de pâtes... bref, la vie de cadre parisien est un vrai long métrage d'art et d'essai, hein ? c'est pas simple de jongler entre le business et les biberons, on se la coule pas douce, c'est sûr.|encore une assemblée zoom à l'octave de l'aube au lieu d'un bon café croissant, et puis les enfans qui crient car on leur a mis du riz au lieu de pâtes... bref, la vie de cadre parisien est un vrai long métrage d'art et d'essai, hein ? ce n'est mie simple de jongler entre le mestier et les biberons, on ne se la coule pas douce, c'est sûr.
franchement, je me rappelle encore ce jour de juillet, où il a plu comme des cordes ! j'avais un rendez-vous galant avec valérie, vous savez, la pdg de cette boîte de consultants en stratégie. et là, imaginez, à deux pas de chez moi, une tornade de grêle ! j'ai dû courir comme un chien pour rentrer chez moi, la chemise trempée, le rendez-vous annulé. bref, paris, la ville lumière, ça s'entend plus quand on a des soucis de taille !|franc, me sovient encor ceste jor de jul, u il plout com cordes! aveie un asanble amorous od valérie, savez, la dame grant de ceste maisun de cunsailleors en estratége. e la, enpensez, a deus pa de ma maisun, une tempeste de gréle! ai du curre cum un chien pur rentrer a ma maisun, la chemise moillée, l'asanble anullée. bref, paris, la cité de lumier, ne s'ot plus quant avum des encombres granz!
coucou mes chéries ! enfin finies les études, ouf ! franchement, je me souviens encore de ces nuits blanches à se coller au bouquin, le café à flot, et tout ça pour apprendre des trucs dont je n'ai jamais besoin dans la vraie vie... mais bon, au moins j'ai maintenant plein de temps pour des shootings stylés et des brunchs insta-worth ! |"""cucu mes chères amies ! enfin achevées les estudes, uff ! véritablement, me souvien encore de ces nuits blanches à s'attacher au livre, le café à flot, et tout ce pour aprendre choses dont n'ai nulle besoigne en la vraie vie... mais or, au moins ai maintenant plen de temps pour faire beaux portraits et des repas matinaux dignes d'estranges visions !"""
coucou à tous ! j'ai été tellement surprise aujourd'hui en regardant les gens dans la cour, tout le monde paraissait tellement... heureux !  j'ai essayé de comprendre où ça venait et j'ai réalisé que même les petits moments peuvent être vraiment incroyables si on prend le temps de les ressentir. alors, moi, je vais essayer de sourire plus often, ça peut faire une différence, non ? |cuic, ha toz ! jo fui tant esbahie hui en esgardant les gens en la cort, tuit sembloient tant... lies ! jo ai essaié de comprendre d'où ceo venet et ai aperceü que mesmes les parvols moments porroient estre veraiement merveillus si l'om prent le tens de les sentir. donc, jo, je vorray essaiër de sourire plus sovent, ceo poet faire une difference, n'est pas ?
salut kevin, alors, la météo, c'est vraiment la merde en ce moment ! j'ai l'impression qu'on est tous pris au piège d'une semaine de pluie sans fin, je suis crevé. quand on aura un peu de soleil pour faire un bon barbecue, c'est cool, sinon on reste tous à la maison à se morfondre, c'est trop triste.|salut kevin, orendroit, la tems, c'est veralment la merde ore! j'ai l'impression que nos sommes touz pris au piege d'une semaine de pluie sanz fin, je suis crevé. quant nos avrons un poi de soleil pur faire un bon barbecue, c'est cogle, sinon nos remanons touz a la maison a se morfondre, c'est trop triste.
omg, les voyages en train, c'est tellement zen !  tu sais, j'ai récemment fait un voyage en train à travers les alpes, et j'ai adoré cette ambiance chill et les paysages incroyables qui défilent devant tes yeux.  c'est tellement plus relax que l'avion, et tu peux vraiment profiter du moment présent ! |par foi, les chemins en char de fer, ce est mout paisible ! tu saches, j'ai naguères fait un chemin en char de fer par les alpes, et j'ai ameré ceste atemprance et les païsages merveilleux qui passent devant tes ieuz. ce est mout plus reposant que l'oisele, et tu pues vraiment jouir de l'oraine présente !
j'ai toujours eu ce problème avec la météo, genre, si elle fait trop beau, je suis sûre que mon estomac va faire des siennes. c'était fou, je me souviens de cette foire d'art que j'ai faite avec mes potes, sous un soleil plombant. j'ai avalé une salade trop épicée avant de monter sur scène pour montrer mon dernier portrait, et pendant ma présentation, je me suis sentie comme si j'allais exploser ! tout le monde était absorbé par mon œuvre, ils ne pouvaient pas savoir que j'étais sur le point de devenir un tableau vivant.|"""toujours ai eu cest encombrier od le tems, se il fait trop bel, sui sanz dotance que mon estomac fera des sieges. cist estoit fol, me remanbre de ceste foire d'art que ai fait od mes compains, soutz un soleil ardant. ai mangié une salade trop espiciée devant que monter sur le trestel por monstrer mon dernier portrait, et en ma mostrance, me sui sentie com se allasse escrafier ! tuit estoient adés à mon ovre, ne poient savoir que estoie près de devenir une tauble vive."""
j'étais en train de grignoter un croissant au marché quand je l'ai vu, ce mec barbu avec des yeux verts qui me plantaient des regards brûlants, genre il voulait me dévorer. tu sais, je suis pas du genre à laisser passer ça, alors j'ai fini mon croissant en lui lançant un sourire malicieux avant de me lancer dans une conversation qui a vite viré au torrid. on a fini par passer la soirée dans son van, les étoiles en toile de fond et j'ai vraiment l'impression qu'on va se faire du bien l'un l'autre, connaissez-vous ce genre de connexions immédiates ?|"""je estoie en mangier un croissant al marchié quant je le vi, cil homme barbu od les oels vers ki me getoit de clers regards, com il me voloit devorer. sais tu, je ne sui mie del maniere a laissier passer ço, si je fini mon croissant en li getant un ris malicius avant que entrer en parlement ki tost devint ameisant. nos finimes par passer la vesprée en son char, les esteles en tapisserie et j'ai forment le sentiment que nos ferons du bien l'un a l'autre, connoissez vous tel maniere de liaisons immediates ?"""
coucou les anges ! vous ne me croyez pas, mais ma famille m'a organisé une surprise-fête ce week-end et omg, on a carrément déchainé sur la piste de danse ! entre mes cousins qui se prennent pour beyoncé et ma tante qui fait plus de danse qu'un robot, c'était juste explosif, vous me dites ? j'ai hâte de partager des stories avec vous, ça va être trop fun ! |cucu li angles ! vos ne me crëez mie, mais me famille me ot fait une esprise-feste cest week-end e omg, nos avum forment deschaïné sur la piste de dance ! entre mi cusins qui se tienent pur beyoncé e ma tante qui fait plus de dance qu'un robot, ço fut tut esplosif, vos me dites ? j'ai envïe de partager des estories od vos, ço serat trop devertissant ! 
omg, j'ai repensé à mes amies de fac' l'autre jour et j'ai un peu fondu, vous savez ? les soirées déjantées, les secrets partagés, les fous rires qui explosent le lendemain... on était tellement connectées, et aujourd'hui, la vie nous a un peu mises sur différentes routes.  j'ai tellement de chance de les avoir dans ma vie, même à distance. |o deu, je remembré de mes amies de l’escole l’autre jour e j’ai un poi fondut, savez vos ? les nuiz eschaufées, les secrets partaiez, les ris fous ki esplosent le lendemain... nos estions tant connectées, e hui la vie nos a un poi mises en diverses voies. j’ai tant de bonne eur de les aveir en ma vie, mesme a destance.
cher jean-pierre, j'espère que cette journée pluvieuse ne vous a pas trop démoralisé. il faut avouer que ce temps gris semble particulièrement propice à la lecture d'un bon roman classique. que lisez-vous en ce moment ? cordialement, madeleine dubois|chier jehan-pierre, espoir que ceste jour pluvieuse ne vos ait mie trop demoralisié. il est avoer que cist tens gris semble mout bien por liure un bon roman ancien. que liés vos en cest moment ? cordialment, madelene dubois
